filename,transcript_perekaman,transcript_training
novita_f_20201030_00144_dongeng_yogyakarta,"Pada suatu hari, ia mengajak adiknya itu mencari kayu bakar di hutan.",pada suatu hari ia mengajak adiknya itu mencari kayu bakar di hutan 
novita_f_20201030_00145_dongeng_yogyakarta,"Setelah berjalan cukup jauh ke tengah hutan, sampailah mereka pada sebuah jurang yang cukup dalam.",setelah berjalan cukup jauh ke tengah hutan sampailah mereka pada sebuah jurang yang cukup dalam 
novita_f_20201030_00146_dongeng_yogyakarta,Kita beristirahat di sini dulu.,kita beristirahat di sini dulu 
novita_f_20201030_00147_dongeng_yogyakarta,"Kakak capek berjalan jauh, ujar Lona Kaka.Lona Kaka dan adiknya pun beristirahat tidak di dekat jurang itu.",kakak capek berjalan jauh ujar lona kaka lona kaka dan adiknya pun beristirahat tidak di dekat jurang itu 
novita_f_20201030_00148_dongeng_yogyakarta,Kakak lupa membawa parang.,kakak lupa membawa parang 
novita_f_20201030_00149_dongeng_yogyakarta,Tolong ambilkan parang yang ada di dekatmu itu! seru Lana Kaka dari atas pohon.,tolong ambilkan parang yang ada di dekatmu itu seru lana kaka dari atas pohon 
novita_f_20201030_00150_dongeng_yogyakarta,"Tanpa curiga sedikit pun, Lona Rara ikut memanjat pohon untuk memberikan parang itu kepada kakaknya.",tanpa curiga sedikit pun lona rara ikut memanjat pohon untuk memberikan parang itu kepada kakaknya 
novita_f_20201030_00151_dongeng_yogyakarta,"Tak ayal lagi, Lona Rara pun terjatuh dari atas pohon dan terguling-guling hingga ke dasar jurang.",tak ayal lagi lona rara pun terjatuh dari atas pohon dan terguling guling hingga ke dasar jurang 
novita_f_20201030_00152_dongeng_yogyakarta,"Melihat kejadian itu, Lona Kaka bukannya menolong adiknya, melainkan tersenyum sinis.Rasakanlah itu, Rara! ",melihat kejadian itu lona kaka bukannya menolong adiknya melainkan tersenyum sinis rasakanlah itu rara 
novita_f_20201030_00153_dongeng_yogyakarta,"Sesampainya di desa, ia berpura-pura sedih meratapi nasib adiknya.",sesampainya di desa ia berpura pura sedih meratapi nasib adiknya 
novita_f_20201030_00154_dongeng_yogyakarta,Seluruh warga pun turut berduka cita mendengar berita duka tersebut.,seluruh warga pun turut berduka cita mendengar berita duka tersebut 
novita_f_20201030_00155_dongeng_yogyakarta,"Namun, Lona Kaka tidak mengira jika ternyata adiknya masih hidup.",namun lona kaka tidak mengira jika ternyata adiknya masih hidup 
novita_f_20201030_00156_dongeng_yogyakarta,"Rupanya, ketika Lona Rara terjatuh ke jurang itu, tubuhnya tersangkut pada tanaman yang menjalar di tebing.",rupanya ketika lona rara terjatuh ke jurang itu tubuhnya tersangkut pada tanaman yang menjalar di tebing 
novita_f_20201030_00157_dongeng_yogyakarta,"Berkat usahanya memanjat tebing yang curam itu, ia berhasil sampai ke puncak tebing dan selamat.",berkat usahanya memanjat tebing yang curam itu ia berhasil sampai ke puncak tebing dan selamat 
novita_f_20201030_00158_dongeng_yogyakarta,"Sesampainya di atas, Lona Rara pun berteriak-teriak memanggil kakaknya.Kakak! ",sesampainya di atas lona rara pun berteriak teriak memanggil kakaknya kakak 
novita_f_20201030_00159_dongeng_yogyakarta,"Kamu di mana? teriaknya.Beberapa kali Lona Rara berteriak, namun tidak mendapat jawaban dari kakaknya.",kamu di mana teriaknya beberapa kali lona rara berteriak namun tidak mendapat jawaban dari kakaknya 
novita_f_20201030_00160_dongeng_yogyakarta,Ia pun menyadari bahwa ternyata kakaknya telah berniat jahat kepadanya.,ia pun menyadari bahwa ternyata kakaknya telah berniat jahat kepadanya 
novita_f_20201030_00161_dongeng_yogyakarta,"Akhirnya, ia pun memutuskan untuk langsung ke rumah pamannya.",akhirnya ia pun memutuskan untuk langsung ke rumah pamannya 
novita_f_20201030_00162_dongeng_yogyakarta,"Setelah dua hari menempuh perjalanan, sampailah ia di rumah pamannya.",setelah dua hari menempuh perjalanan sampailah ia di rumah pamannya 
novita_f_20201030_00163_dongeng_yogyakarta,Ia pun menceritakan semua peristiwa yang dialaminya dan rencana jahat sang Kakak kepada pamannya.,ia pun menceritakan semua peristiwa yang dialaminya dan rencana jahat sang kakak kepada pamannya 
novita_f_20201030_00164_dongeng_yogyakarta,"Beberapa hari kemudian, Gela Wuamaroto pun kembali dari rantauannya untuk membawakan oleh-oleh kepada pamannya.",beberapa hari kemudian gela wuamaroto pun kembali dari rantauannya untuk membawakan oleh oleh kepada pamannya 
novita_f_20201030_00165_dongeng_yogyakarta,"Betapa terkejutnya ia ketika melihat istrinya berada di tempat itu.Hai, Dinda! ",betapa terkejutnya ia ketika melihat istrinya berada di tempat itu hai dinda 
novita_f_20201030_00166_dongeng_yogyakarta,Kemudian ia menceritakan semua peristiwa yang telah dialaminya hingga ia bisa berada di rumah pamannya.,kemudian ia menceritakan semua peristiwa yang telah dialaminya hingga ia bisa berada di rumah pamannya 
novita_f_20201030_00167_dongeng_yogyakarta,"Mendengar cerita istrinya, Gela Wuamaroto pun bercerita bahwa selama ini Lona Kaka selalu merayunya.",mendengar cerita istrinya gela wuamaroto pun bercerita bahwa selama ini lona kaka selalu merayunya 
novita_f_20201030_00168_dongeng_yogyakarta,"Andai kata iman Kanda lemah, tentu Kanda telah jatuh dipelukan kakak Dinda.",andai kata iman kanda lemah tentu kanda telah jatuh dipelukan kakak dinda 
novita_f_20201030_00169_dongeng_yogyakarta,Selama ini dia sering merayu Kanda saat Dinda tidak berada di rumah.,selama ini dia sering merayu kanda saat dinda tidak berada di rumah 
novita_f_20201030_00170_dongeng_yogyakarta,"Itulah sebabnya, Kanda memutuskan untuk pergi merantau agar Kanda terhindar dari rayuan manisnya, ungkap Gela Wuamaroto.",itulah sebabnya kanda memutuskan untuk pergi merantau agar kanda terhindar dari rayuan manisnya ungkap gela wuamaroto 
novita_f_20201030_00171_dongeng_yogyakarta,"Mendengar pengakuan suaminya, Lona Rara pun naik pitam.",mendengar pengakuan suaminya lona rara pun naik pitam 
novita_f_20201030_00172_dongeng_yogyakarta,Ia mencoba untuk memahami perasaan istrinya.,ia mencoba untuk memahami perasaan istrinya 
novita_f_20201030_00173_dongeng_yogyakarta,"Setelah itu, ia mencoba untuk membujuknya agar mengurungkan niatnya membalas dendam.Maaf, Dinda! ",setelah itu ia mencoba untuk membujuknya agar mengurungkan niatnya membalas dendam maaf dinda 
novita_f_20201030_00174_dongeng_yogyakarta,Kanda tidak bisa berkata apa-apa.,kanda tidak bisa berkata apa apa 
novita_f_20201030_00175_dongeng_yogyakarta,Lona Kaka adalah kakak Dinda satu-satunya.,lona kaka adalah kakak dinda satu satunya 
novita_f_20201030_00176_dongeng_yogyakarta,"Perbuatannya memang jahat, tapi apakah kita juga harus meniru perbuatan jahatnya itu? bujuk Gela Wuamaroto.Tidak, Kanda! ",perbuatannya memang jahat tapi apakah kita juga harus meniru perbuatan jahatnya itu bujuk gela wuamaroto tidak kanda 
novita_f_20201030_00177_dongeng_yogyakarta,Sejak dulu Kak Lona Kaka selalu iri dan dengki terhadap Dinda.,sejak dulu kak lona kaka selalu iri dan dengki terhadap dinda 
novita_f_20201030_00178_dongeng_yogyakarta,Dia sudah berkali-kali berusaha ingin mencelakai Dinda.,dia sudah berkali kali berusaha ingin mencelakai dinda 
novita_f_20201030_00179_dongeng_yogyakarta,"Akhirnya, pada malam harinya, Lona Rara dan suaminya segera menyusun siasat untuk membalaskan dendamnya kepada Lona Kaka.",akhirnya pada malam harinya lona rara dan suaminya segera menyusun siasat untuk membalaskan dendamnya kepada lona kaka 
novita_f_20201030_00180_dongeng_yogyakarta,Mereka memesan dua buah peti yang berukir sangat indah.,mereka memesan dua buah peti yang berukir sangat indah 
novita_f_20201030_00181_dongeng_yogyakarta,"Keesokan harinya, berangkatlah Gela Wuamaroto ke kampung untuk menemui Lona Kaka.",keesokan harinya berangkatlah gela wuamaroto ke kampung untuk menemui lona kaka 
novita_f_20201030_00182_dongeng_yogyakarta,"Sesampainya di kampung halaman istrinya, Gela Wuamaroto segera menuju ke rumah istrinya.",sesampainya di kampung halaman istrinya gela wuamaroto segera menuju ke rumah istrinya 
novita_f_20201030_00183_dongeng_yogyakarta,Lona Kaka yang sedang asyik menenun segera bangkit untuk menyambut kedatangan Gela Wuamaroto.,lona kaka yang sedang asyik menenun segera bangkit untuk menyambut kedatangan gela wuamaroto 
novita_f_20201030_00184_dongeng_yogyakarta,Ia kemudian turun dari kudanya dan menambatkan kedua kudanya pada batang pohon di depan rumah.,ia kemudian turun dari kudanya dan menambatkan kedua kudanya pada batang pohon di depan rumah 
novita_f_20201030_00185_dongeng_yogyakarta,"Setelah Lona Kaka melihat isi peti itu, Gela Wuamaroto menyuruhnya untuk membuka peti yang satunya.Kakak Ipar! ",setelah lona kaka melihat isi peti itu gela wuamaroto menyuruhnya untuk membuka peti yang satunya kakak ipar 
novita_f_20201030_00186_dongeng_yogyakarta,Buka dan ambillah semua isi peti yang satu itu! ,buka dan ambillah semua isi peti yang satu itu 
novita_f_20201030_00187_dongeng_yogyakarta,"Melihat kakaknya terkapar di tanah dalam keadaan tidak bernyawa, Lona Rara pun berteriak histeris.",melihat kakaknya terkapar di tanah dalam keadaan tidak bernyawa lona rara pun berteriak histeris 
novita_f_20201030_00188_dongeng_yogyakarta,Ia sangat menyesal atas apa yang baru saja dilakukannya.,ia sangat menyesal atas apa yang baru saja dilakukannya 
novita_f_20201030_00189_dongeng_yogyakarta,"Namun, apalah guna menyesal kemudian.",namun apalah guna menyesal kemudian 
novita_f_20201030_00190_dongeng_yogyakarta,Nasi sudah menjadi bubur.,nasi sudah menjadi bubur 
novita_f_20201030_00191_dongeng_yogyakarta,Nyawa kakaknya tidak dapat ditolong lagi.,nyawa kakaknya tidak dapat ditolong lagi 
novita_f_20201030_00192_dongeng_yogyakarta,Demikian cerita Lona Kaka dan Lona Rara dari daerah Nusantara Tenggara Timur.,demikian cerita lona kaka dan lona rara dari daerah nusantara tenggara timur 
novita_f_20201030_00193_dongeng_yogyakarta,"Sedikitnya ada dua pesan moral yang dapat dipetik, yaitu: akibat buruk dari sifat suka iri hati dan pendendam.",sedikitnya ada dua pesan moral yang dapat dipetik yaitu akibat buruk dari sifat suka iri hati dan pendendam 
novita_f_20201030_00194_dongeng_yogyakarta,"Kaka dan Lona Rara, dalam Cerita Rakyat Dari Nusa Tenggara Timur ",kaka dan lona rara dalam cerita rakyat dari nusa tenggara timur 
novita_f_20201030_00195_dongeng_yogyakarta,Jakarta: Gramedia Widiasarana Indonesia.Tenas Effendy.,jakarta gramedia widiasarana indonesia tenas effendy 
novita_f_20201030_00196_dongeng_yogyakarta,Terhadap Orang Melayu Riau dan Pantangan Orang Melayu Riau ,terhadap orang melayu riau dan pantangan orang melayu riau 
novita_f_20201030_00197_dongeng_yogyakarta,Pekanbaru: Proyek Pengembangan Seni Budaya Riau Bappeda Tingkat I Riau.Tenas Effendy.,pekanbaru proyek pengembangan seni budaya riau bappeda tingkat i riau tenas effendy 
novita_f_20201030_00198_dongeng_yogyakarta,Tunjuk Ajar Melayu.,tunjuk ajar melayu 
novita_f_20201030_00199_dongeng_yogyakarta,Ia tidak pernah membantah dan menyakiti hati keduanya karena mereka telah mendidik dan membesarkannya.,ia tidak pernah membantah dan menyakiti hati keduanya karena mereka telah mendidik dan membesarkannya 
novita_f_20201030_00200_dongeng_yogyakarta,"Suatu ketika, ia ditantang oleh empat orang sahabatnya agar menghabisi nyawa kedua orangnya.",suatu ketika ia ditantang oleh empat orang sahabatnya agar menghabisi nyawa kedua orangnya 
novita_f_20201030_00201_dongeng_yogyakarta,"Jika ia tidak menerima tantangan itu, maka nyawanya sendiri yang akan terancam.",jika ia tidak menerima tantangan itu maka nyawanya sendiri yang akan terancam 
novita_f_20201030_00202_dongeng_yogyakarta,Apa yang akan dilakukan Adioa? ,apa yang akan dilakukan adioa 
novita_f_20201030_00203_dongeng_yogyakarta,Temukan jawabannya dalam cerita Ratu Adioa berikut ini! ,temukan jawabannya dalam cerita ratu adioa berikut ini 
novita_f_20201030_00204_dongeng_yogyakarta,Mereka rata-rata hidup berkecukupan.,mereka rata rata hidup berkecukupan 
novita_f_20201030_00205_dongeng_yogyakarta,Sedangkan Ratu Wulanwanna adalah putra seorang juragan kapal.,sedangkan ratu wulanwanna adalah putra seorang juragan kapal 
novita_f_20201030_00206_dongeng_yogyakarta,Mereka bersedia menerima tantangan tersebut.,mereka bersedia menerima tantangan tersebut 
novita_f_20201030_00207_dongeng_yogyakarta,"Sementara Adioa hanya diam tertegun dan belum menyatakan kesediaannya.Hai, Adioa! ",sementara adioa hanya diam tertegun dan belum menyatakan kesediaannya hai adioa 
novita_f_20201030_00208_dongeng_yogyakarta,Mengapa kamu diam saja? ,mengapa kamu diam saja 
novita_f_20201030_00209_dongeng_yogyakarta,"Dalam hatinya, ia tidak mau menerima tantangan itu, karena ia sangat menyayangi kedua orang tuanya.",dalam hatinya ia tidak mau menerima tantangan itu karena ia sangat menyayangi kedua orang tuanya 
novita_f_20201030_00210_dongeng_yogyakarta,"Namun, jika tidak menerima tantangan tersebut, ia akan dibenci dan bahkan dibunuh oleh keempat sahabatnya.",namun jika tidak menerima tantangan tersebut ia akan dibenci dan bahkan dibunuh oleh keempat sahabatnya 
novita_f_20201030_00211_dongeng_yogyakarta,"Gua itu sangat aman, karena di antara keempat sahabatnya hanya dialah yang mengetahui keberadaannya.",gua itu sangat aman karena di antara keempat sahabatnya hanya dialah yang mengetahui keberadaannya 
novita_f_20201030_00212_dongeng_yogyakarta,Gua itu sering ia gunakan sebagai tempat beristirahat ketika sedang berburu binatang di hutan.,gua itu sering ia gunakan sebagai tempat beristirahat ketika sedang berburu binatang di hutan 
novita_f_20201030_00213_dongeng_yogyakarta,"Aku bersedia menerima tantangan ini, jawab Ratu Adioa dengan suara lantang.",aku bersedia menerima tantangan ini jawab ratu adioa dengan suara lantang 
novita_f_20201030_00214_dongeng_yogyakarta,"Setelah itu, mereka menguburnya di pinggir hutan.",setelah itu mereka menguburnya di pinggir hutan 
novita_f_20201030_00215_dongeng_yogyakarta,"Namun, mereka senantiasa hidup boros dan bekerja sekehendak hati, sehingga lama-kelamaan hidup mereka semakin melarat.",namun mereka senantiasa hidup boros dan bekerja sekehendak hati sehingga lama kelamaan hidup mereka semakin melarat 
novita_f_20201030_00216_dongeng_yogyakarta,"Pada suatu hari, ada tiga buah kapal mewah sedang berlabuh di dermaga.",pada suatu hari ada tiga buah kapal mewah sedang berlabuh di dermaga 
novita_f_20201030_00217_dongeng_yogyakarta,"Setibanya di dermaga, ia pun menemui salah seorang awak kapal.Maaf, Tuan! ",setibanya di dermaga ia pun menemui salah seorang awak kapal maaf tuan 
novita_f_20201030_00218_dongeng_yogyakarta,Kalian siapa dan apa maksud kedatangan kalian ke kampung kami? tanya Adioa.Kami adalah utusan raja dari Kerajaan Timur.,kalian siapa dan apa maksud kedatangan kalian ke kampung kami tanya adioa kami adalah utusan raja dari kerajaan timur 
novita_f_20201030_00219_dongeng_yogyakarta,Kami kemari membawa teka-teki untuk penduduk kampung ini.,kami kemari membawa teka teki untuk penduduk kampung ini 
novita_f_20201030_00220_dongeng_yogyakarta,"Jika kalian berhasil menjawab teka-teki kami, maka seluruh isi kapal ini akan menjadi milik kalian.",jika kalian berhasil menjawab teka teki kami maka seluruh isi kapal ini akan menjadi milik kalian 
novita_f_20201030_00221_dongeng_yogyakarta,"Mereka membawa dua buah tengkorak manusia, dua ekor anak ayam, dan dua buah gayung yang berisi air.Begini, Anak Muda! ",mereka membawa dua buah tengkorak manusia dua ekor anak ayam dan dua buah gayung yang berisi air begini anak muda 
novita_f_20201030_00222_dongeng_yogyakarta,Kami mempunyai tiga buah teka-teki untuk kalian.,kami mempunyai tiga buah teka teki untuk kalian 
novita_f_20201030_00223_dongeng_yogyakarta,"Pertama, kami meminta kalian memilih dari kedua tongkorak manusia ini, mana yang perempuan dan mana yang laki-laki.",pertama kami meminta kalian memilih dari kedua tongkorak manusia ini mana yang perempuan dan mana yang laki laki 
novita_f_20201030_00224_dongeng_yogyakarta,"Kedua, pilih dari kedua ekor ayam ini, mana yang betina dan mana yang jantan.",kedua pilih dari kedua ekor ayam ini mana yang betina dan mana yang jantan 
novita_f_20201030_00225_dongeng_yogyakarta,"Ketiga, tebaklah air dalam dua gayung ini, mana yang berisi air tawar dan mana yang air laut.",ketiga tebaklah air dalam dua gayung ini mana yang berisi air tawar dan mana yang air laut 
novita_f_20201030_00226_dongeng_yogyakarta,"Bagaimana, apakah kalian berani menerima tantangan ini? tanya awak kapal itu.Maaf, Tuan! ",bagaimana apakah kalian berani menerima tantangan ini tanya awak kapal itu maaf tuan 
novita_f_20201030_00227_dongeng_yogyakarta,Saya tidak bisa memutuskan sekarang.,saya tidak bisa memutuskan sekarang 
novita_f_20201030_00228_dongeng_yogyakarta,"Hidup kita bisa kembali seperti dulu lagi, tambah Wonte Tembaga.Sudahlah, sahabat! ",hidup kita bisa kembali seperti dulu lagi tambah wonte tembaga sudahlah sahabat 
novita_f_20201030_00229_dongeng_yogyakarta,Janganlah terlalu berlebihan! ,janganlah terlalu berlebihan 
novita_f_20201030_00230_dongeng_yogyakarta,"Sebaiknya kita berunding untuk memecahkan teka-teki tersebut, ujar Ratu Adioa.",sebaiknya kita berunding untuk memecahkan teka teki tersebut ujar ratu adioa 
