filename,transcript_perekaman,transcript_training
rakagu_m_20201030_0181_wilayah1_semarang,Wilayah KOTA PANGKAL PINANG terletak di Indonesia ,wilayah kota pangkal pinang terletak di indonesia 
rakagu_m_20201030_0182_wilayah1_semarang,Wilayah KABUPATEN KARIMUN terletak di Indonesia ,wilayah kabupaten karimun terletak di indonesia 
rakagu_m_20201030_0183_wilayah1_semarang,Wilayah KABUPATEN BINTAN terletak di Indonesia ,wilayah kabupaten bintan terletak di indonesia 
rakagu_m_20201030_0184_wilayah1_semarang,Wilayah KABUPATEN NATUNA terletak di Indonesia ,wilayah kabupaten natuna terletak di indonesia 
rakagu_m_20201030_0185_wilayah1_semarang,Wilayah KABUPATEN LINGGA terletak di Indonesia ,wilayah kabupaten lingga terletak di indonesia 
rakagu_m_20201030_0186_wilayah1_semarang,Wilayah KABUPATEN KEPULAUAN ANAMBAS terletak di Indonesia ,wilayah kabupaten kepulauan anambas terletak di indonesia 
rakagu_m_20201030_0187_wilayah1_semarang,Wilayah KOTA BATAM terletak di Indonesia ,wilayah kota batam terletak di indonesia 
rakagu_m_20201030_0188_wilayah1_semarang,Wilayah KOTA TANJUNG PINANG terletak di Indonesia ,wilayah kota tanjung pinang terletak di indonesia 
rakagu_m_20201030_0189_wilayah1_semarang,Wilayah KABUPATEN KEPULAUAN SERIBU terletak di Indonesia ,wilayah kabupaten kepulauan seribu terletak di indonesia 
rakagu_m_20201030_0190_wilayah1_semarang,Wilayah KOTA JAKARTA SELATAN terletak di Indonesia ,wilayah kota jakarta selatan terletak di indonesia 
rakagu_m_20201030_0191_wilayah1_semarang,Wilayah KOTA JAKARTA TIMUR terletak di Indonesia ,wilayah kota jakarta timur terletak di indonesia 
rakagu_m_20201030_0192_wilayah1_semarang,Wilayah KOTA JAKARTA PUSAT terletak di Indonesia ,wilayah kota jakarta pusat terletak di indonesia 
rakagu_m_20201030_0193_wilayah1_semarang,Wilayah KOTA JAKARTA BARAT terletak di Indonesia ,wilayah kota jakarta barat terletak di indonesia 
rakagu_m_20201030_0194_wilayah1_semarang,Wilayah KOTA JAKARTA UTARA terletak di Indonesia ,wilayah kota jakarta utara terletak di indonesia 
rakagu_m_20201030_0195_wilayah1_semarang,Wilayah KABUPATEN BOGOR terletak di Indonesia ,wilayah kabupaten bogor terletak di indonesia 
rakagu_m_20201030_0196_wilayah1_semarang,Wilayah KABUPATEN SUKABUMI terletak di Indonesia ,wilayah kabupaten sukabumi terletak di indonesia 
rakagu_m_20201030_0197_wilayah1_semarang,Wilayah KABUPATEN CIANJUR terletak di Indonesia ,wilayah kabupaten cianjur terletak di indonesia 
rakagu_m_20201030_0198_wilayah1_semarang,Wilayah KABUPATEN BANDUNG terletak di Indonesia ,wilayah kabupaten bandung terletak di indonesia 
rakagu_m_20201030_0199_wilayah1_semarang,Wilayah KABUPATEN GARUT terletak di Indonesia ,wilayah kabupaten garut terletak di indonesia 
rakagu_m_20201030_0200_wilayah1_semarang,Wilayah KABUPATEN TASIKMALAYA terletak di Indonesia ,wilayah kabupaten tasikmalaya terletak di indonesia 
rakagu_m_20201030_0201_wilayah1_semarang,Wilayah KABUPATEN CIAMIS terletak di Indonesia ,wilayah kabupaten ciamis terletak di indonesia 
rakagu_m_20201030_0202_wilayah1_semarang,Wilayah KABUPATEN KUNINGAN terletak di Indonesia ,wilayah kabupaten kuningan terletak di indonesia 
rakagu_m_20201030_0203_wilayah1_semarang,Wilayah KABUPATEN CIREBON terletak di Indonesia ,wilayah kabupaten cirebon terletak di indonesia 
rakagu_m_20201030_0204_wilayah1_semarang,Wilayah KABUPATEN MAJALENGKA terletak di Indonesia ,wilayah kabupaten majalengka terletak di indonesia 
rakagu_m_20201030_0205_wilayah1_semarang,Wilayah KABUPATEN SUMEDANG terletak di Indonesia ,wilayah kabupaten sumedang terletak di indonesia 
rakagu_m_20201030_0206_wilayah1_semarang,Wilayah KABUPATEN INDRAMAYU terletak di Indonesia ,wilayah kabupaten indramayu terletak di indonesia 
rakagu_m_20201030_0207_wilayah1_semarang,Wilayah KABUPATEN SUBANG terletak di Indonesia ,wilayah kabupaten subang terletak di indonesia 
rakagu_m_20201030_0208_wilayah1_semarang,Wilayah KABUPATEN PURWAKARTA terletak di Indonesia ,wilayah kabupaten purwakarta terletak di indonesia 
rakagu_m_20201030_0209_wilayah1_semarang,Wilayah KABUPATEN KARAWANG terletak di Indonesia ,wilayah kabupaten karawang terletak di indonesia 
rakagu_m_20201030_0210_wilayah1_semarang,Wilayah KABUPATEN BEKASI terletak di Indonesia ,wilayah kabupaten bekasi terletak di indonesia 
rakagu_m_20201030_0211_wilayah1_semarang,Wilayah KABUPATEN BANDUNG BARAT terletak di Indonesia ,wilayah kabupaten bandung barat terletak di indonesia 
rakagu_m_20201030_0212_wilayah1_semarang,Wilayah KABUPATEN PANGANDARAN terletak di Indonesia ,wilayah kabupaten pangandaran terletak di indonesia 
rakagu_m_20201030_0213_wilayah1_semarang,Wilayah KOTA BOGOR terletak di Indonesia ,wilayah kota bogor terletak di indonesia 
rakagu_m_20201030_0214_wilayah1_semarang,Wilayah KOTA SUKABUMI terletak di Indonesia ,wilayah kota sukabumi terletak di indonesia 
rakagu_m_20201030_0215_wilayah1_semarang,Wilayah KOTA BANDUNG terletak di Indonesia ,wilayah kota bandung terletak di indonesia 
rakagu_m_20201030_0216_wilayah1_semarang,Wilayah KOTA CIREBON terletak di Indonesia ,wilayah kota cirebon terletak di indonesia 
rakagu_m_20201030_0217_wilayah1_semarang,Wilayah KOTA BEKASI terletak di Indonesia ,wilayah kota bekasi terletak di indonesia 
rakagu_m_20201030_0218_wilayah1_semarang,Wilayah KOTA DEPOK terletak di Indonesia ,wilayah kota depok terletak di indonesia 
rakagu_m_20201030_0219_wilayah1_semarang,Wilayah KOTA CIMAHI terletak di Indonesia ,wilayah kota cimahi terletak di indonesia 
rakagu_m_20201030_0220_wilayah1_semarang,Wilayah KOTA TASIKMALAYA terletak di Indonesia ,wilayah kota tasikmalaya terletak di indonesia 
rakagu_m_20201030_0221_wilayah1_semarang,Wilayah KOTA BANJAR terletak di Indonesia ,wilayah kota banjar terletak di indonesia 
rakagu_m_20201030_0222_wilayah1_semarang,Wilayah KABUPATEN CILACAP terletak di Indonesia ,wilayah kabupaten cilacap terletak di indonesia 
rakagu_m_20201030_0223_wilayah1_semarang,Wilayah KABUPATEN BANYUMAS terletak di Indonesia ,wilayah kabupaten banyumas terletak di indonesia 
rakagu_m_20201030_0224_wilayah1_semarang,Wilayah KABUPATEN PURBALINGGA terletak di Indonesia ,wilayah kabupaten purbalingga terletak di indonesia 
rakagu_m_20201030_0225_wilayah1_semarang,Wilayah KABUPATEN BANJARNEGARA terletak di Indonesia ,wilayah kabupaten banjarnegara terletak di indonesia 
rakagu_m_20201030_0226_wilayah1_semarang,Wilayah KABUPATEN KEBUMEN terletak di Indonesia ,wilayah kabupaten kebumen terletak di indonesia 
rakagu_m_20201030_0227_wilayah1_semarang,Wilayah KABUPATEN PURWOREJO terletak di Indonesia ,wilayah kabupaten purworejo terletak di indonesia 
rakagu_m_20201030_0228_wilayah1_semarang,Wilayah KABUPATEN WONOSOBO terletak di Indonesia ,wilayah kabupaten wonosobo terletak di indonesia 
rakagu_m_20201030_0229_wilayah1_semarang,Wilayah KABUPATEN MAGELANG terletak di Indonesia ,wilayah kabupaten magelang terletak di indonesia 
rakagu_m_20201030_0230_wilayah1_semarang,Wilayah KABUPATEN BOYOLALI terletak di Indonesia ,wilayah kabupaten boyolali terletak di indonesia 
rakagu_m_20201030_0231_wilayah1_semarang,Wilayah KABUPATEN KLATEN terletak di Indonesia ,wilayah kabupaten klaten terletak di indonesia 
rakagu_m_20201030_0232_wilayah1_semarang,Wilayah KABUPATEN SUKOHARJO terletak di Indonesia ,wilayah kabupaten sukoharjo terletak di indonesia 
rakagu_m_20201030_0233_wilayah1_semarang,Wilayah KABUPATEN WONOGIRI terletak di Indonesia ,wilayah kabupaten wonogiri terletak di indonesia 
rakagu_m_20201030_0234_wilayah1_semarang,Wilayah KABUPATEN KARANGANYAR terletak di Indonesia ,wilayah kabupaten karanganyar terletak di indonesia 
rakagu_m_20201030_0235_wilayah1_semarang,Wilayah KABUPATEN SRAGEN terletak di Indonesia ,wilayah kabupaten sragen terletak di indonesia 
rakagu_m_20201030_0236_wilayah1_semarang,Wilayah KABUPATEN GROBOGAN terletak di Indonesia ,wilayah kabupaten grobogan terletak di indonesia 
rakagu_m_20201030_0237_wilayah1_semarang,Wilayah KABUPATEN BLORA terletak di Indonesia ,wilayah kabupaten blora terletak di indonesia 
rakagu_m_20201030_0238_wilayah1_semarang,Wilayah KABUPATEN REMBANG terletak di Indonesia ,wilayah kabupaten rembang terletak di indonesia 
rakagu_m_20201030_0239_wilayah1_semarang,Wilayah KABUPATEN PATI terletak di Indonesia ,wilayah kabupaten pati terletak di indonesia 
rakagu_m_20201030_0240_wilayah1_semarang,Wilayah KABUPATEN KUDUS terletak di Indonesia ,wilayah kabupaten kudus terletak di indonesia 
rakagu_m_20201030_0241_wilayah1_semarang,Wilayah KABUPATEN JEPARA terletak di Indonesia ,wilayah kabupaten jepara terletak di indonesia 
rakagu_m_20201030_0242_wilayah1_semarang,Wilayah KABUPATEN DEMAK terletak di Indonesia ,wilayah kabupaten demak terletak di indonesia 
rakagu_m_20201030_0243_wilayah1_semarang,Wilayah KABUPATEN SEMARANG terletak di Indonesia ,wilayah kabupaten semarang terletak di indonesia 
rakagu_m_20201030_0244_wilayah1_semarang,Wilayah KABUPATEN TEMANGGUNG terletak di Indonesia ,wilayah kabupaten temanggung terletak di indonesia 
rakagu_m_20201030_0245_wilayah1_semarang,Wilayah KABUPATEN KENDAL terletak di Indonesia ,wilayah kabupaten kendal terletak di indonesia 
rakagu_m_20201030_0246_wilayah1_semarang,Wilayah KABUPATEN BATANG terletak di Indonesia ,wilayah kabupaten batang terletak di indonesia 
rakagu_m_20201030_0247_wilayah1_semarang,Wilayah KABUPATEN PEKALONGAN terletak di Indonesia ,wilayah kabupaten pekalongan terletak di indonesia 
rakagu_m_20201030_0248_wilayah1_semarang,Wilayah KABUPATEN PEMALANG terletak di Indonesia ,wilayah kabupaten pemalang terletak di indonesia 
rakagu_m_20201030_0249_wilayah1_semarang,Wilayah KABUPATEN TEGAL terletak di Indonesia ,wilayah kabupaten tegal terletak di indonesia 
rakagu_m_20201030_0250_wilayah1_semarang,Wilayah KABUPATEN BREBES terletak di Indonesia ,wilayah kabupaten brebes terletak di indonesia 
rakagu_m_20201030_0251_wilayah1_semarang,Wilayah KOTA MAGELANG terletak di Indonesia ,wilayah kota magelang terletak di indonesia 
rakagu_m_20201030_0252_wilayah1_semarang,Wilayah KOTA SURAKARTA terletak di Indonesia ,wilayah kota surakarta terletak di indonesia 
rakagu_m_20201030_0253_wilayah1_semarang,Wilayah KOTA SALATIGA terletak di Indonesia ,wilayah kota salatiga terletak di indonesia 
rakagu_m_20201030_0254_wilayah1_semarang,Wilayah KOTA SEMARANG terletak di Indonesia ,wilayah kota semarang terletak di indonesia 
rakagu_m_20201030_0255_wilayah1_semarang,Wilayah KOTA PEKALONGAN terletak di Indonesia ,wilayah kota pekalongan terletak di indonesia 
rakagu_m_20201030_0256_wilayah1_semarang,Wilayah KOTA TEGAL terletak di Indonesia ,wilayah kota tegal terletak di indonesia 
rakagu_m_20201030_0257_wilayah1_semarang,Wilayah KABUPATEN KULON PROGO terletak di Indonesia ,wilayah kabupaten kulon progo terletak di indonesia 
rakagu_m_20201030_0258_wilayah1_semarang,Wilayah KABUPATEN BANTUL terletak di Indonesia ,wilayah kabupaten bantul terletak di indonesia 
rakagu_m_20201030_0259_wilayah1_semarang,Wilayah KABUPATEN GUNUNG KIDUL terletak di Indonesia ,wilayah kabupaten gunung kidul terletak di indonesia 
rakagu_m_20201030_0260_wilayah1_semarang,Wilayah KABUPATEN SLEMAN terletak di Indonesia ,wilayah kabupaten sleman terletak di indonesia 
rakagu_m_20201030_0261_wilayah1_semarang,Wilayah KOTA YOGYAKARTA terletak di Indonesia ,wilayah kota yogyakarta terletak di indonesia 
rakagu_m_20201030_0262_wilayah1_semarang,Wilayah KABUPATEN PACITAN terletak di Indonesia ,wilayah kabupaten pacitan terletak di indonesia 
rakagu_m_20201030_0263_wilayah1_semarang,Wilayah KABUPATEN PONOROGO terletak di Indonesia ,wilayah kabupaten ponorogo terletak di indonesia 
rakagu_m_20201030_0264_wilayah1_semarang,Wilayah KABUPATEN TRENGGALEK terletak di Indonesia ,wilayah kabupaten trenggalek terletak di indonesia 
rakagu_m_20201030_0265_wilayah1_semarang,Wilayah KABUPATEN TULUNGAGUNG terletak di Indonesia ,wilayah kabupaten tulungagung terletak di indonesia 
rakagu_m_20201030_0266_wilayah1_semarang,Wilayah KABUPATEN BLITAR terletak di Indonesia ,wilayah kabupaten blitar terletak di indonesia 
rakagu_m_20201030_0267_wilayah1_semarang,Wilayah KABUPATEN KEDIRI terletak di Indonesia ,wilayah kabupaten kediri terletak di indonesia 
rakagu_m_20201030_0268_wilayah1_semarang,Wilayah KABUPATEN MALANG terletak di Indonesia ,wilayah kabupaten malang terletak di indonesia 
rakagu_m_20201030_0269_wilayah1_semarang,Wilayah KABUPATEN LUMAJANG terletak di Indonesia ,wilayah kabupaten lumajang terletak di indonesia 
rakagu_m_20201030_0270_wilayah1_semarang,Wilayah KABUPATEN JEMBER terletak di Indonesia ,wilayah kabupaten jember terletak di indonesia 
rakagu_m_20201030_0271_wilayah1_semarang,Wilayah KABUPATEN BANYUWANGI terletak di Indonesia ,wilayah kabupaten banyuwangi terletak di indonesia 
rakagu_m_20201030_0272_wilayah1_semarang,Wilayah KABUPATEN BONDOWOSO terletak di Indonesia ,wilayah kabupaten bondowoso terletak di indonesia 
rakagu_m_20201030_0273_wilayah1_semarang,Wilayah KABUPATEN SITUBONDO terletak di Indonesia ,wilayah kabupaten situbondo terletak di indonesia 
rakagu_m_20201030_0274_wilayah1_semarang,Wilayah KABUPATEN PROBOLINGGO terletak di Indonesia ,wilayah kabupaten probolinggo terletak di indonesia 
rakagu_m_20201030_0275_wilayah1_semarang,Wilayah KABUPATEN PASURUAN terletak di Indonesia ,wilayah kabupaten pasuruan terletak di indonesia 
rakagu_m_20201030_0276_wilayah1_semarang,Wilayah KABUPATEN SIDOARJO terletak di Indonesia ,wilayah kabupaten sidoarjo terletak di indonesia 
rakagu_m_20201030_0277_wilayah1_semarang,Wilayah KABUPATEN MOJOKERTO terletak di Indonesia ,wilayah kabupaten mojokerto terletak di indonesia 
rakagu_m_20201030_0278_wilayah1_semarang,Wilayah KABUPATEN JOMBANG terletak di Indonesia ,wilayah kabupaten jombang terletak di indonesia 
rakagu_m_20201030_0279_wilayah1_semarang,Wilayah KABUPATEN NGANJUK terletak di Indonesia ,wilayah kabupaten nganjuk terletak di indonesia 
rakagu_m_20201030_0280_wilayah1_semarang,Wilayah KABUPATEN MADIUN terletak di Indonesia ,wilayah kabupaten madiun terletak di indonesia 
rakagu_m_20201030_0281_wilayah1_semarang,Wilayah KABUPATEN MAGETAN terletak di Indonesia ,wilayah kabupaten magetan terletak di indonesia 
rakagu_m_20201030_0282_wilayah1_semarang,Wilayah KABUPATEN NGAWI terletak di Indonesia ,wilayah kabupaten ngawi terletak di indonesia 
rakagu_m_20201030_0283_wilayah1_semarang,Wilayah KABUPATEN BOJONEGORO terletak di Indonesia ,wilayah kabupaten bojonegoro terletak di indonesia 
rakagu_m_20201030_0284_wilayah1_semarang,Wilayah KABUPATEN TUBAN terletak di Indonesia ,wilayah kabupaten tuban terletak di indonesia 
rakagu_m_20201030_0285_wilayah1_semarang,Wilayah KABUPATEN LAMONGAN terletak di Indonesia ,wilayah kabupaten lamongan terletak di indonesia 
rakagu_m_20201030_0286_wilayah1_semarang,Wilayah KABUPATEN GRESIK terletak di Indonesia ,wilayah kabupaten gresik terletak di indonesia 
rakagu_m_20201030_0287_wilayah1_semarang,Wilayah KABUPATEN BANGKALAN terletak di Indonesia ,wilayah kabupaten bangkalan terletak di indonesia 
rakagu_m_20201030_0288_wilayah1_semarang,Wilayah KABUPATEN SAMPANG terletak di Indonesia ,wilayah kabupaten sampang terletak di indonesia 
rakagu_m_20201030_0289_wilayah1_semarang,Wilayah KABUPATEN PAMEKASAN terletak di Indonesia ,wilayah kabupaten pamekasan terletak di indonesia 
rakagu_m_20201030_0290_wilayah1_semarang,Wilayah KABUPATEN SUMENEP terletak di Indonesia ,wilayah kabupaten sumenep terletak di indonesia 
rakagu_m_20201030_0291_wilayah1_semarang,Wilayah KOTA KEDIRI terletak di Indonesia ,wilayah kota kediri terletak di indonesia 
rakagu_m_20201030_0292_wilayah1_semarang,Wilayah KOTA BLITAR terletak di Indonesia ,wilayah kota blitar terletak di indonesia 
rakagu_m_20201030_0293_wilayah1_semarang,Wilayah KOTA MALANG terletak di Indonesia ,wilayah kota malang terletak di indonesia 
rakagu_m_20201030_0294_wilayah1_semarang,Wilayah KOTA PROBOLINGGO terletak di Indonesia ,wilayah kota probolinggo terletak di indonesia 
rakagu_m_20201030_0295_wilayah1_semarang,Wilayah KOTA PASURUAN terletak di Indonesia ,wilayah kota pasuruan terletak di indonesia 
rakagu_m_20201030_0296_wilayah1_semarang,Wilayah KOTA MOJOKERTO terletak di Indonesia ,wilayah kota mojokerto terletak di indonesia 
rakagu_m_20201030_0297_wilayah1_semarang,Wilayah KOTA MADIUN terletak di Indonesia ,wilayah kota madiun terletak di indonesia 
rakagu_m_20201030_0298_wilayah1_semarang,Wilayah KOTA SURABAYA terletak di Indonesia ,wilayah kota surabaya terletak di indonesia 
rakagu_m_20201030_0299_wilayah1_semarang,Wilayah KOTA BATU terletak di Indonesia ,wilayah kota batu terletak di indonesia 
rakagu_m_20201030_0300_wilayah1_semarang,Wilayah KABUPATEN PANDEGLANG terletak di Indonesia ,wilayah kabupaten pandeglang terletak di indonesia 
rakagu_m_20201030_0301_wilayah1_semarang,Wilayah KABUPATEN LEBAK terletak di Indonesia ,wilayah kabupaten lebak terletak di indonesia 
rakagu_m_20201030_0302_wilayah1_semarang,Wilayah KABUPATEN TANGERANG terletak di Indonesia ,wilayah kabupaten tangerang terletak di indonesia 
rakagu_m_20201030_0303_wilayah1_semarang,Wilayah KABUPATEN SERANG terletak di Indonesia ,wilayah kabupaten serang terletak di indonesia 
rakagu_m_20201030_0304_wilayah1_semarang,Wilayah KOTA TANGERANG terletak di Indonesia ,wilayah kota tangerang terletak di indonesia 
rakagu_m_20201030_0305_wilayah1_semarang,Wilayah KOTA CILEGON terletak di Indonesia ,wilayah kota cilegon terletak di indonesia 
rakagu_m_20201030_0306_wilayah1_semarang,Wilayah KOTA SERANG terletak di Indonesia ,wilayah kota serang terletak di indonesia 
rakagu_m_20201030_0307_wilayah1_semarang,Wilayah KABUPATEN JEMBRANA terletak di Indonesia ,wilayah kabupaten jembrana terletak di indonesia 
rakagu_m_20201030_0308_wilayah1_semarang,Wilayah KABUPATEN TABANAN terletak di Indonesia ,wilayah kabupaten tabanan terletak di indonesia 
rakagu_m_20201030_0309_wilayah1_semarang,Wilayah KABUPATEN BADUNG terletak di Indonesia ,wilayah kabupaten badung terletak di indonesia 
rakagu_m_20201030_0310_wilayah1_semarang,Wilayah KABUPATEN GIANYAR terletak di Indonesia ,wilayah kabupaten gianyar terletak di indonesia 
rakagu_m_20201030_0311_wilayah1_semarang,Wilayah KABUPATEN KLUNGKUNG terletak di Indonesia ,wilayah kabupaten klungkung terletak di indonesia 
rakagu_m_20201030_0312_wilayah1_semarang,Wilayah KABUPATEN BANGLI terletak di Indonesia ,wilayah kabupaten bangli terletak di indonesia 
rakagu_m_20201030_0313_wilayah1_semarang,Wilayah KABUPATEN KARANG ASEM terletak di Indonesia ,wilayah kabupaten karang asem terletak di indonesia 
rakagu_m_20201030_0314_wilayah1_semarang,Wilayah KABUPATEN BULELENG terletak di Indonesia ,wilayah kabupaten buleleng terletak di indonesia 
rakagu_m_20201030_0315_wilayah1_semarang,Wilayah KOTA DENPASAR terletak di Indonesia ,wilayah kota denpasar terletak di indonesia 
rakagu_m_20201030_0316_wilayah1_semarang,Wilayah KABUPATEN LOMBOK BARAT terletak di Indonesia ,wilayah kabupaten lombok barat terletak di indonesia 
rakagu_m_20201030_0317_wilayah1_semarang,Wilayah KABUPATEN LOMBOK TENGAH terletak di Indonesia ,wilayah kabupaten lombok tengah terletak di indonesia 
rakagu_m_20201030_0318_wilayah1_semarang,Wilayah KABUPATEN LOMBOK TIMUR terletak di Indonesia ,wilayah kabupaten lombok timur terletak di indonesia 
